,0
635,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax
636,OtherPostretirementDefinedBenefitPlanLiabilitiesCurrentAndNoncurrent
637,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice
638,StockIssuedDuringPeriodSharesStockOptionsExercised
640,TransferToOtherRealEstate
645,CapitalRequiredForCapitalAdequacyToRiskWeightedAssets
646,DebtInstrumentInterestRateDuringPeriod
647,DeferredTaxLiabilitiesMortgageServicingRights
648,FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresAmountOfAvailableUnusedFunds
649,InterestReceivableAndOtherAssets
650,InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions
651,LoansHeldForSaleFairValueDisclosure
652,LoansReceivableHeldForSaleAmount
653,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsCreditLossesOnDebtSecuritiesHeld
654,RealEstateAcquiredThroughForeclosure
657,ShorttermDebtAverageOutstandingAmount
658,ShorttermDebtMaximumMonthendOutstandingAmount
659,StockIssuedDuringPeriodValueDividendReinvestmentPlan
660,StockOptionPlanExpense
661,TierOneLeverageCapitalRequiredForCapitalAdequacyToAverageAssets
662,TierOneRiskBasedCapitalRequiredForCapitalAdequacyToRiskWeightedAssets
664,CommonStockDividendsPerShareDeclared
666,InterestPaidNet
667,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths
668,MortgageLoansInProcessOfForeclosureAmount
670,PaymentsForRepurchaseOfCommonStock
671,PaymentsToAcquireLifeInsurancePolicies
672,ProvisionForLoanLeaseAndOtherLosses
673,TimeDepositMaturitiesYearOne
674,TimeDepositsAtOrAboveFDICInsuranceLimit
675,TreasuryStockValueAcquiredCostMethod
676,FinancingReceivableAllowanceForCreditLossesWriteOffs
677,LoansAndLeasesReceivableDeferredIncome
678,PaymentsToAcquireFederalHomeLoanBankStock
679,ProceedsFromLifeInsurancePolicies
680,ServicingAssetAtFairValueAmount
682,BusinessCombinationAcquisitionRelatedCosts
683,BusinessCombinationStepAcquisitionEquityInterestInAcquireeFairValue1
684,CapitalizedComputerSoftwareAmortization1
685,CashAcquiredFromAcquisition
686,DebtAndEquitySecuritiesGainLoss
687,DebtSecuritiesAvailableForSaleGainLoss
688,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate
689,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized
690,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount
691,FederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase
692,FederalHomeLoanBankAdvancesMaturitiesSummaryDueWithinOneYearOfBalanceSheetDate
693,FinancingReceivableModificationsPostModificationRecordedInvestment2
694,FinancingReceivableModificationsPreModificationRecordedInvestment2
695,FinancingReceivableModificationsSubsequentDefaultNumberOfContracts1
696,GoodwillAcquiredDuringPeriod
697,IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability
698,IncomeTaxReconciliationChangeInEnactedTaxRate
699,NoncashOrPartNoncashAcquisitionAccountsReceivableAcquired1
700,NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1
701,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1
702,NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1
703,NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1
704,NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1
705,NoncashOrPartNoncashAcquisitionPayablesAssumed1
706,NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1
707,NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1
708,OtherRealEstate
709,ProceedsFromOtherDebt
710,ProceedsFromSaleOfFederalHomeLoanBankStock
711,ProceedsFromStockOptionsExercised
712,SecuredDebt
713,SecurityOwnedAndPledgedAsCollateralFairValue
715,ShortTermDebtWeightedAverageInterestRateOverTime
720,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations
721,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger
722,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss
723,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months
724,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss
725,DebtSecuritiesAvailableForSaleUnrealizedLossPosition
726,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss
727,DeferredTaxAssetsInvestments
728,DepositsPaidForSecuritiesBorrowedAtCarryingValue
729,EmployeeRelatedLiabilitiesCurrentAndNoncurrent
730,EquitySecuritiesFvNi
731,EquitySecuritiesFvNiRealizedGainLoss
732,EquitySecuritiesFvNiUnrealizedGainLoss
733,ProceedsFromSaleOfAvailableForSaleSecuritiesDebt
734,SecuritiesSoldUnderAgreementsToRepurchase
735,ServicingAssetAtAmortizedValue
736,TaxCutsAndJobsActOf2017ReclassificationFromAociToRetainedEarningsTaxEffect
737,TransferOfInvestments
738,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
739,DebtSecuritiesAvailableForSaleRealizedGain
740,DebtSecuritiesAvailableForSaleRealizedLoss
741,DeferredCompensationSharebasedArrangementsLiabilityCurrentAndNoncurrent
742,FinanceLeaseInterestExpense
743,FinanceLeaseLiability
744,FinanceLeaseLiabilityPaymentsDue
745,FinanceLeaseLiabilityPaymentsDueAfterYearFive
746,FinanceLeaseLiabilityPaymentsDueNextTwelveMonths
747,FinanceLeaseLiabilityPaymentsDueYearFive
748,FinanceLeaseLiabilityPaymentsDueYearFour
749,FinanceLeaseLiabilityPaymentsDueYearThree
750,FinanceLeaseLiabilityPaymentsDueYearTwo
751,FinanceLeaseLiabilityUndiscountedExcessAmount
752,FinanceLeaseRightOfUseAsset
753,FinanceLeaseRightOfUseAssetAmortization
754,FinanceLeaseWeightedAverageDiscountRatePercent
755,FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1
756,GainLossOnSaleOfPropertyPlantEquipment
769,OtherThanTemporaryImpairmentLossDebtSecuritiesAvailableForSale
770,ProceedsFromSaleOfPropertyPlantAndEquipment
771,ServicingAssetAtAmortizedValueAdditions
772,ServicingAssetAtAmortizedValueAmortization1
773,StockholdersEquityNoteStockSplitConversionRatio1
774,TreasuryStockSharesAcquired
775,AdvancesFromFederalHomeLoanBanks
776,DebtSecuritiesAvailableForSaleUnrealizedLossPositionNumberOfPositions
778,PaymentsToAcquireAvailableForSaleSecuritiesDebt
780,RelatedPartyDepositLiabilities
788,CashPeriodIncreaseDecrease
794,DueToRelatedPartiesCurrent
797,ForeignCurrencyTransactionGainLossBeforeTax
808,OperatingLossCarryforwards
809,OperatingLossCarryforwardsValuationAllowance
810,OtherOperatingIncomeExpenseNet
824,InvestmentIncomeInterest
827,SharesIssuedPricePerShare
828,AdjustmentsToAdditionalPaidInCapitalOther
829,IncomeTaxesPaidNet
841,AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther
844,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest
845,CostOfGoodsAndServicesSold
846,CumulativeEffectOfInitialAdoptionOfNewAccountingPrinciple
847,DeferredIncomeTaxesAndTaxCredits
852,EffectOfExchangeRateOnCashAndCashEquivalents
853,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities
854,GainLossOnInvestments
857,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest
858,IncomeLossFromDiscontinuedOperationsNetOfTax
859,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare
860,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare
863,IncreaseDecreaseInAccountsPayableTrade
864,IncreaseDecreaseInAccruedIncomeTaxesPayable
866,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities
868,IncreaseDecreaseInReceivables
871,LiabilitiesAssumed
876,NonoperatingIncomeExpense
878,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease
879,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease
880,PaymentsForProceedsFromOtherInvestingActivities
882,PaymentsForRepurchaseOfPreferredStockAndPreferenceStock
884,PaymentsToAcquireBusinessesAndInterestInAffiliates
885,PaymentsToAcquireInvestments
887,ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates
889,ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess
890,ProceedsFromSaleMaturityAndCollectionsOfInvestments
892,ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths
893,ProductWarrantyAccrual
896,RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths
897,SalesRevenueNet
899,TreasuryStockValueRetiredCostMethod
902,AccruedIncomeTaxesCurrent
903,AccruedLiabilitiesCurrent
905,AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife
906,AdditionalPaidInCapitalCommonStock
907,AdvertisingExpense
912,AssetsHeldForSaleCurrent
914,BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets
915,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount
916,BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount
921,ConstructionInProgressGross
922,CumulativeEffectOfInitialAdoptionOfSFAS158
923,CurrentFederalTaxExpenseBenefit
924,CurrentForeignTaxExpenseBenefit
926,DebtCurrent
928,DeferredForeignIncomeTaxExpenseBenefit
929,DeferredStateAndLocalIncomeTaxExpenseBenefit
930,DeferredTaxAssetsNetCurrent
931,DeferredTaxAssetsNetNoncurrent
932,DeferredTaxLiabilitiesNoncurrent
933,DefinedContributionPlanCostRecognized
934,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax
935,DiscontinuedOperationTaxEffectOfDiscontinuedOperation
936,DisposalGroupIncludingDiscontinuedOperationRevenue
939,EffectiveIncomeTaxRateReconciliationDeductionsDividends
940,EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities
941,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential
943,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes
945,EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions
946,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense
947,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue
948,FederalIncomeTaxExpenseBenefitContinuingOperations
950,ForeignIncomeTaxExpenseBenefitContinuingOperations
953,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic
954,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign
956,IndefiniteLivedIntangibleAssetsImpairmentLosses
957,IntangibleAssetsNetExcludingGoodwill
960,Land
964,LiabilitiesNoncurrent
965,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent
966,LongTermDebtNoncurrent
967,LongTermInvestments
969,MinorityInterest
971,OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax
972,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax
973,OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax
976,PaymentsToAcquireBusinessesNetOfCashAcquired
977,ProductWarrantyAccrualCurrencyTranslationIncreaseDecrease
978,ProductWarrantyAccrualPayments
979,ProductWarrantyAccrualWarrantiesIssued
982,PropertySubjectToOrAvailableForOperatingLeaseGross
983,ReceivablesNetCurrent
985,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue
987,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations
988,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
990,UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions
991,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions
992,UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions
993,ValuationAllowancesAndReservesBalance
996,AccountsReceivableNetNoncurrent
997,AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax
998,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax
999,AdvancesOnInventoryPurchases
1000,BankOverdrafts
1001,CashSurrenderValueOfLifeInsurance
1002,CommercialPaper
1004,DebtInstrumentFairValue
1006,DeferredTaxAssetsTaxCreditCarryforwardsForeign
1008,DeferredTaxLiabilitiesUndistributedForeignEarnings
1009,DefinedBenefitPensionPlanLiabilitiesNoncurrent
1010,DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents
1011,DisposalGroupNotDiscontinuedOperationGainLossOnDisposal
1012,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses
1013,EffectiveIncomeTaxRateReconciliationTaxCreditsForeign
1014,EffectiveIncomeTaxRateReconciliationTaxSettlementsForeign
1015,ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue
1016,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings
1017,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome
1018,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements
1020,FiniteLivedIntangibleAssetsGross
1022,GoodwillAndIntangibleAssetImpairment
1023,GoodwillTranslationAndPurchaseAccountingAdjustments
1024,ImpairmentOfIntangibleAssetsExcludingGoodwill
1025,IndefiniteLivedIntangibleAssetsExcludingGoodwill
1026,InterestBearingDepositsInBanks
1030,InventoryWorkInProcess
1031,LeveragedLeasesBalanceSheetDeferredTaxesArisingFromLeveragedLeases
1032,LeveragedLeasesIncomeStatementNetIncomeFromLeveragedLeases
1033,LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureDeferredIncome
1034,LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureInvestmentInLeveragedLeasesNet
1035,LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureRentalReceivablesNet
1036,LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureResidualValueOfLeasedAssets
1037,LongTermDebt
1038,LongTermDebtCurrent
1039,NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets
1040,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnIncomeFromContinuingOperations
1041,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome
1042,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnOperatingResults
1043,NumberOfBusinessesAcquired
1046,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax
1047,OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect
1048,OtherEmployeeRelatedLiabilitiesCurrent
1049,OtherNoncurrentLiabilities
1050,OtherNonoperatingIncome
1051,OtherOperatingActivitiesCashFlowStatement
1052,OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent
1053,OtherShortTermBorrowings
1054,PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities
1055,PercentageOfLIFOInventory
1057,PrepaidPensionCosts
1058,PreproductionCostsRelatedToLongTermSupplyArrangementsCostsCapitalized
1059,ProductWarrantyAccrualClassifiedCurrent
1060,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber
1061,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue
1062,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue
1067,UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities
1068,ValuationAllowancesAndReservesChargedToCostAndExpense
1069,ValuationAllowancesAndReservesChargedToOtherAccounts
1070,ValueAddedTaxReceivableCurrent
1072,DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationRateOfCompensationIncrease
1073,DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents
1074,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax
1075,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax
1076,EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign
1077,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet
1078,FiniteLivedIntangibleAssetsUsefulLifeMaximum
1079,FiniteLivedIntangibleAssetsUsefulLifeMinimum
1080,FutureAmortizationExpenseYearFive
1081,FutureAmortizationExpenseYearFour
1082,FutureAmortizationExpenseYearOne
1083,FutureAmortizationExpenseYearThree
1084,FutureAmortizationExpenseYearTwo
1085,GainLossOnSaleOfBusiness
1086,IncomeLossFromEquityMethodInvestments
1087,IncomeTaxReceivable
1088,InterestAndDividendsPayableCurrent
1089,LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest
1091,LineOfCreditFacilityRemainingBorrowingCapacity
1105,OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostTax
1106,OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax
1107,OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax
1108,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax
1109,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax
1110,OtherSundryLiabilitiesNoncurrent
1111,PaymentsToAcquireEquityMethodInvestments
1112,PreferredStockNoParValue
1115,ProceedsFromDivestitureOfBusinesses
1116,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod
1118,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod
1119,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue
1120,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTermMaximum
1121,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedTermMinimum
1122,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum
1123,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum
1126,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriod
1129,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod
1130,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue
1131,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice
1132,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue
1133,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber
1134,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice
1135,TreasuryStockAcquiredAverageCostPerShare
1138,UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate
1139,BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain
1140,DeferredTaxLiabilitiesCurrent
1141,DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMaximum
1142,DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMinimum
